from,to
4863927652992665467,6904429075843864526
975530405121077823,6095179789563331892
975530405121077823,6201260376312317792
975530405121077823,9077223736325047285
975530405121077823,13845784208989287461
975530405121077823,6511040233081610778
9232641550478322148,3937172285687146518
9232641550478322148,2429666607450395215
3709376841192791641,2939047400540666842
3709376841192791641,15644206915529593267
3709376841192791641,2223364545937502752
3709376841192791641,14877769345256082671
3709376841192791641,16825343943227354579
3709376841192791641,7411626142465077755
3709376841192791641,6511040233081610778
9215746020375049575,3038220958263235896
9215746020375049575,16502335152888825885
10770204179806922422,10051249760587743061
10770204179806922422,16831531835018475127
11826520544831701842,16513307565756302489
17218505289919858823,13465055523057258142
3606701110476464546,4717128992502310138
3606701110476464546,11350341805211940435
13692007212973705887,4919956663530829245
13692007212973705887,16072861692636150054
13692007212973705887,3610042340457219563
13692007212973705887,7983780939534281036
13692007212973705887,10255313354655187694
13692007212973705887,1370141010402868448
13692007212973705887,10745477817654824495
13692007212973705887,407271859070252646
13692007212973705887,15587206220790154797
13692007212973705887,9558724168185744376
13692007212973705887,2975923952462968544
13692007212973705887,12946975322843735705
13692007212973705887,3314989158590170046
13692007212973705887,16523821788894754782
16687300171809734409,8110068008754557363
16687300171809734409,15385773194291043501
16687300171809734409,13297745811772217447
9304072362171013975,8890274093516407796
9304072362171013975,3694961475529263546
9304072362171013975,766363565669115527
2840746687886972992,1676201911122916781
8936604835471567020,17989554903113192487
8936604835471567020,5140065063372116271
9760071003021517634,18149108132713026307
16255909402157263439,1211577822180786957
16255909402157263439,8109367176267300654
16255909402157263439,12713393356621567464
16255909402157263439,18246247153930069861
16255909402157263439,17895234051930190868
16255909402157263439,7411626142465077755
2558853814383618655,2003659156426013646
201130827820859221,15968791912395038937
201130827820859221,2602998652949126134
201130827820859221,8212499862727927550
201130827820859221,8881660642178177537
7508340512771001917,10106335664403887039
7419840381886230307,12500859281573253166
4754740864826894824,1662024806042498623
1484928500939292606,4106625331304068990
17946280149817427766,1842839127799266084
17946280149817427766,11090369601805399235
17946280149817427766,13222284635787233379
17946280149817427766,11677628626148973096
3610042340457219563,9422735129377479264
9658496999400796990,12423922208751770165
15441525715852842253,15417123037702668449
15441525715852842253,4392875150346789067
11129163337230060147,16031735760275167609
11129163337230060147,6520826099716677569
11129163337230060147,14225797551004052062
11129163337230060147,15190655065485357093
4951295676441802320,4189080378201305488
4951295676441802320,14253344320615547664
12732322936166397113,12063398839236639504
13455280940474951884,8110068008754557363
13455280940474951884,9281334485420372601
13455280940474951884,16685165379568638258
294728997210326481,5239583770955147702
294728997210326481,868884453060086619
3572363169725075308,592953568544187251
3572363169725075308,11048332309244664407
10851486360498905129,8311632395554310297
10851486360498905129,14428846297386615623
12619799126744888416,15451741357846073460
16639535921551093004,2446507979071102736
16639535921551093004,4713379681581902291
11695613282549441065,10035496591705722853
11695613282549441065,3195908919068388967
11695613282549441065,1235319778381219032
11695613282549441065,1574406789100593319
595059620694561074,3038220958263235896
595059620694561074,15435155569429601458
2910376490563952683,3307935644994042372
18054726809934602816,6387535962644434716
18054726809934602816,13680438962464029945
10903231701180712949,2223364545937502752
7267976505824400917,487139779145174998
7267976505824400917,13399190150747695277
7267976505824400917,3088620750445073021
7267976505824400917,15266930903312900204
7267976505824400917,4125155602550733037
7267976505824400917,12155008294809758667
7267976505824400917,3351927862062134563
7267976505824400917,11558268282976013442
7267976505824400917,4634218601134366459
7267976505824400917,9206591940188996109
11077219131238464101,3610042340457219563
11077219131238464101,6802203255209876150
11077219131238464101,12212651302900329474
11077219131238464101,15922500983146603077
11077219131238464101,10056686113176144409
11077219131238464101,7827626416531423738
11077219131238464101,5216069759696242595
11077219131238464101,13943479036509757106
11077219131238464101,4939856302224518599
11077219131238464101,947158593230584126
11077219131238464101,15327258895988145815
11077219131238464101,5685491389292395663
8955851738619022488,140020019085955208
8955851738619022488,10003405172303915761
12564534382938664064,7411626142465077755
3085843802327899273,9333134823238281996
12273165480613360169,11226698840271316212
12273165480613360169,5080567289274784188
12273165480613360169,9529295930153754777
8626621912434139361,1912988091401935570
8626621912434139361,5458647971361573597
8626621912434139361,10281988982507720640
2193392218206863172,11049296985610080193
5110304673898125823,9211854150259509279
15460681219894287309,13399190150747695277
3393550493267327813,5580402950557340938
3393550493267327813,6951511480201978870
3393550493267327813,18237394506344462219
3393550493267327813,8210571879280178044
3393550493267327813,4972829038150160770
3254475553126472927,3622171523182976942
3625459804092764991,1838191501042192222
3625459804092764991,17833863414294086817
484306735894802315,868884453060086619
12222042631437327688,12653159462130294574
17429004688514490678,6865439176418777345
17429004688514490678,1313950327767770893
11397707767557609042,13381378110859182082
11397707767557609042,1235319778381219032
11397707767557609042,7894170259546588976
10585324101848561605,7390560434462547229
10585324101848561605,14371058064486335117
10585324101848561605,10883492623548493108
13834129314484193608,3609855567391364711
13834129314484193608,14898385124131667688
12150413716736554458,4711466512867765446
12150413716736554458,14571472796212525962
12150413716736554458,13575062892489376405
382279627189074435,12772515414972440678
382279627189074435,15694250566415455325
2943958468825865856,10801231935220735447
2943958468825865856,4280301149625775037
9142493735966851992,6372965340255626675
9142493735966851992,12145568547873540232
18098574535827814454,13399190150747695277
18098574535827814454,2736153646393213317
16972492843219658433,13846945932764389219
16972492843219658433,1007212533831913886
16972492843219658433,17298347048010429377
2427904242003730280,15694250566415455325
8034666986267919989,4711466512867765446
8034666986267919989,6131548441162082305
8034666986267919989,2944789018937869197
15426431240095160369,4984966029507594332
4538673963670606256,11217820315699561958
17309786413935626477,15048810716273284365
17309786413935626477,3138299115566557329
18299857804187860536,13780756400452473055
18299857804187860536,9295545382347978711
18254734480570300118,15968791912395038937
18254734480570300118,17928749455960355096
7008619743358821306,7290299034695311272
12646669579598475186,13330291705644859357
12646669579598475186,567835062875900008
12646669579598475186,3088620750445073021
12646669579598475186,13648084331429456135
12646669579598475186,5934780076298128929
12646669579598475186,16849910986133544169
12646669579598475186,11010204722984684524
2708948237677604864,16861758857653109258
2708948237677604864,3844705181434274998
2708948237677604864,14856593134998897373
10730158058716556495,16332165829702838661
7141333556415785477,17335692056913544423
7141333556415785477,16072861692636150054
7141333556415785477,14258566236411302950
7141333556415785477,5859650596411956935
7141333556415785477,15922500983146603077
9726681110896986763,16072861692636150054
13015836169472178725,4691148761004673475
13015836169472178725,312064178075352419
13015836169472178725,6729526313276580589
13015836169472178725,3007861719514178012
2008784097303022060,592953568544187251
2008784097303022060,11048332309244664407
17817052620040456373,10872137907920781093
17077017002408214949,3088620750445073021
17077017002408214949,9319145051476725949
9293095098177012913,1224453274400190539
9293095098177012913,9450354488115168333
7966323522318508902,5147416273199136189
14258566236411302950,10051249760587743061
14258566236411302950,15293583982534868666
14258566236411302950,15922500983146603077
14258566236411302950,5555658576019595139
14258566236411302950,4181164612325659146
14258566236411302950,10056686113176144409
16563489886024591334,11116479960505752274
10368228755576693261,9713260855686399242
10368228755576693261,9195952351275056285
10692076643071901322,8258101384876010326
10692076643071901322,9103241408869786786
10692076643071901322,13585426752084427680
12211029625395345855,9851623660064510823
12211029625395345855,12377580543765916540
1505568655011749715,17483969873188913639
16906549870617530642,763044486551213689
16906549870617530642,12249003416633102946
5231100205929725069,11526148178487989522
5231100205929725069,17435455487672864863
14721393270845447101,8830275548912494323
14721393270845447101,14723635855071074646
7025887682515740213,17733260940907186980
7025887682515740213,3647216975258379343
7025887682515740213,7490260168031102378
7025887682515740213,17564692245329390408
7025887682515740213,868884453060086619
7025887682515740213,5734298278000713080
7025887682515740213,16046730089055159790
572394437414202592,16022424229066701661
572394437414202592,3967181812416297977
709717548169448802,9475631328475745773
709717548169448802,4590128880418070011
709717548169448802,5558640376423581264
709717548169448802,17733260940907186980
709717548169448802,3647216975258379343
709717548169448802,8273969636902000196
709717548169448802,5555658576019595139
709717548169448802,2187420028786381836
709717548169448802,17564692245329390408
709717548169448802,10830620481590086447
709717548169448802,3006039436042190499
709717548169448802,15218343356722267194
709717548169448802,5191349362201911636
709717548169448802,12680666056299089892
6700385857201118918,1353033149890546912
9543212818306200281,5612191592833893068
9543212818306200281,2495388707748341925
3595831010703853278,10051249760587743061
3595831010703853278,13399190150747695277
3595831010703853278,522525550608161445
3595831010703853278,17545251697453862019
3595831010703853278,15922500983146603077
3595831010703853278,10297421359560395693
3595831010703853278,2203766411568949559
3595831010703853278,8531404715604486744
3595831010703853278,16175182369194283909
7618083753081247562,1235319778381219032
7618083753081247562,7894170259546588976
17444730306466621807,3088620750445073021
7385828942790968660,1988104846645621206
7385828942790968660,2041540712860656568
8082420778013733537,11521640949044877330
11580689963648377796,7325761617693355907
11580689963648377796,825521181148535066
10205686940270160003,2318807470866601425
10205686940270160003,17802896844240645281
10205686940270160003,6584470010361943710
13507339593036885627,3598952363187200631
11132921519078618714,12006535372450796935
10970171117327417846,13438193687685057739
10970171117327417846,2291868975063392790
12770271777584811938,12299973773402060913
3602450678568674640,442997395565739402
3602450678568674640,11061023040969893898
3602450678568674640,6743782370716254814
3602450678568674640,3787393332306945907
3602450678568674640,544607266071031233
3602450678568674640,9529295930153754777
10568040982830667640,3744248015103330323
10568040982830667640,13399190150747695277
10568040982830667640,10329620286679486191
10568040982830667640,3687815772415620705
6016326838270324061,1513652617653313325
18121996185354587895,9422735129377479264
7492124410441279685,3307935644994042372
7492124410441279685,12947056689697408578
15158982081733475773,11322228006674104359
15158982081733475773,3967181812416297977
15158982081733475773,10275286223735014779
15158982081733475773,9866209659192637771
4747635424678707411,6095179789563331892
13909309399336770720,14636935612367080403
13909309399336770720,17284545217390131832
13909309399336770720,226502328992806529
2458432607473891986,11371586452656820068
2458432607473891986,10713265435656626638
2458432607473891986,8260131871279024359
8451755879853066559,8109367176267300654
8451755879853066559,18203262092936651480
8451755879853066559,7427429246793446613
8451755879853066559,7882826909652903810
876766525229846849,5284259556904467449
876766525229846849,17833863414294086817
876766525229846849,7991487938100994344
16229039656792793791,261310148108256673
3094375731609017963,442997395565739402
3094375731609017963,5774506474328398085
3094375731609017963,13209851026023556955
3094375731609017963,4112545938510006055
3094375731609017963,12204038311999425495
3094375731609017963,17150481678861891040
16324411779227645790,5580402950557340938
16324411779227645790,8874966682177025581
5777946857943157620,18283005154337480056
5777946857943157620,7241642680276243194
5777946857943157620,4846169355268394838
7147613099716186365,18149108132713026307
7147613099716186365,4305594301918566687
5014605105960604346,10051249760587743061
5014605105960604346,14258566236411302950
5014605105960604346,15922500983146603077
5014605105960604346,10297421359560395693
5014605105960604346,2203766411568949559
5907862797348669422,12713393356621567464
5907862797348669422,5616410870804532995
7380925760382602785,11850895198258373284
7380925760382602785,10597302792421413800
6954280094495013408,9146389899177543638
6954280094495013408,11116479960505752274
5925384313922614974,4717128992502310138
5925384313922614974,17988599556088464411
8469872942750406373,5193274861516506459
1598154734846413770,7551838281360000242
1598154734846413770,15138787429679550905
9815086995638145058,17366310264184093057
9815086995638145058,7241642680276243194
12429288685962640517,15248452747299094240
12429288685962640517,8449930336843089671
12429288685962640517,14933624402570062097
16695857357459682310,2821414010973206915
16695857357459682310,5789860011981514106
4875654697087001456,4028928506587413325
4615007343611652090,1211577822180786957
4615007343611652090,5729089662825812144
10593550080991582740,3610042340457219563
10593550080991582740,3647216975258379343
7411203667776802619,18334873622783554962
7411203667776802619,16677447933412354627
730109949558665499,4972829038150160770
216847698973340673,15525026654447301206
2539009992529782169,868884453060086619
12138752004935302525,2944789018937869197
12138752004935302525,18201371367166557030
3839404753921425096,1235319778381219032
3839404753921425096,7894170259546588976
10102468345008066369,15451741357846073460
5640814752684200308,15788228619685847499
5640814752684200308,4965631981067721478
7562028488331706201,127148309821807895
7562028488331706201,6936628091347348796
15955405496942551597,2149730396573783025
15955405496942551597,1829694273446710672
15955405496942551597,622775689450206286
7391848447027742984,2944789018937869197
7391848447027742984,18300817841544002096
13493038331969126330,10965661536105204525
13493038331969126330,4713379681581902291
934120218933914126,16982036649891897765
934120218933914126,9738889714921293496
15754566266842188357,6131548441162082305
4359063972873214390,11217820315699561958
4359063972873214390,14013427628220248583
4359063972873214390,11204449505879475380
5110301209851571546,17833863414294086817
4813856276398369527,12349951284214290298
4813856276398369527,4320341672075476628
4813856276398369527,5140065063372116271
4808139824893650720,17804093666148448099
4808139824893650720,17103991661635916840
4808139824893650720,5555658576019595139
4808139824893650720,1379197420384639452
4808139824893650720,2187420028786381836
4808139824893650720,2542009390502068919
4808139824893650720,7827626416531423738
4808139824893650720,6527032551789972459
4808139824893650720,12164235792328813635
13842915290533761198,7162156212803978343
13842915290533761198,12680666056299089892
8459252418193739970,6387535962644434716
12061862583872536434,11316161301946314336
14534815992782574768,16460033705385714377
15794364200749691637,13465055523057258142
6123710383342900372,1211577822180786957
6123710383342900372,10013142177137674789
14335234304804192396,15788228619685847499
14335234304804192396,4965631981067721478
6143706320773607067,6729526313276580589
1836178851121197758,1235319778381219032
1836178851121197758,7894170259546588976
3008545904517676555,4105252562835443861
13300669784977127957,5859650596411956935
13300669784977127957,2903229436910394232
5914401721715718400,13242012045853992642
7505195294319994009,2133493251891683243
7505195294319994009,6755825780574142416
7505195294319994009,366916573054919469
13930437526038797686,4214517322016520260
13930437526038797686,4938821859770001609
14177257804503665421,16072861692636150054
14177257804503665421,5859650596411956935
14177257804503665421,5835163431206425359
14177257804503665421,5708343983287988148
14177257804503665421,14233811550103231513
15920245741087297896,1585152687475560302
15920245741087297896,6936628091347348796
15920245741087297896,9422735129377479264
1433022450366503091,1676201911122916781
1433022450366503091,3967181812416297977
17846017701813417048,9361217084053316289
17846017701813417048,10602019954673626634
6204152354742497492,1508531618258237195
15990794604443449071,16200317204484711914
5984099429619207804,18283005154337480056
5984099429619207804,14186537126402816131
5984099429619207804,14433562089023689477
13410968085804584550,1550600488849164360
13410968085804584550,17435455487672864863
9018303982153689197,6496578784352009288
9018303982153689197,9175608542220308681
9018303982153689197,2106621974631486158
9018303982153689197,16129325634725850094
9670117754361107103,12049204803563513150
9670117754361107103,1077244901616444605
7773006115291642566,16742784981781326993
10521286456693345382,15653044645351154548
10521286456693345382,3252240335972142762
8013326899848737589,7599819635786543839
7372868555025332481,1235319778381219032
7372868555025332481,7894170259546588976
9896502600730455128,3276669705304192252
9896502600730455128,14516831177660169794
13398564174358440702,2780803687207548623
13398564174358440702,17183333166400992437
14344042848581253316,1355847206366736151
14344042848581253316,11580884990703276422
3532407295903837749,9525155694513252792
10092505223836797410,3887337517750506029
2519752228752927918,16513307565756302489
2519752228752927918,14245644966278373218
2519752228752927918,9525155694513252792
2519752228752927918,10113427963079526808
2519752228752927918,3647216975258379343
2519752228752927918,17928749455960355096
2519752228752927918,11949896388961161325
2519752228752927918,868884453060086619
2519752228752927918,9333134823238281996
2519752228752927918,8084375377352000587
3802971299141201487,15525026654447301206
8011582475073176212,18170652088764317736
4935904079067336365,13885766247481894796
4935904079067336365,10291527784912684643
4935904079067336365,8493147235329937802
4935904079067336365,9529295930153754777
4935904079067336365,17150481678861891040
982916328681047270,3336429790379095225
982916328681047270,12437125568043138612
982916328681047270,13865940689999069583
982916328681047270,1786780030627166320
2647113341375874422,5273887431956165611
5553563599898934751,766363565669115527
5998959380634794437,8093310501077395680
14568368186843476219,2292768057701787421
14568368186843476219,9262665938815372181
14568368186843476219,4584380124642179960
14568368186843476219,13480606774574124314
2509340434701382613,12155008294809758667
2509340434701382613,3351927862062134563
6540721189518521040,8543961258604274091
6540721189518521040,5080567289274784188
18203262092936651480,8109367176267300654
18203262092936651480,3610042340457219563
18203262092936651480,6260459340956154986
2530965140629583404,4717128992502310138
5514570476387169849,7643968592127123845
5514570476387169849,2411258567748926815
6660332261293702551,6370825249524071145
4070744984925110360,4513450786779642435
4070744984925110360,5859650596411956935
4070744984925110360,11988875091377030266
4070744984925110360,17140530040401114069
4070744984925110360,9422735129377479264
4070744984925110360,4904303843293962219
3149175157439467777,14610441421966947739
3149175157439467777,13062620985521426814
3149175157439467777,16045768999193330512
3149175157439467777,11816651406316799003
3149175157439467777,18050986763920610761
3149175157439467777,18199072216178122016
3149175157439467777,11187646074490130004
3149175157439467777,352038259914355938
14003553630791973059,5116317677809681746
10899071625295916818,3967181812416297977
10899071625295916818,2725327190944904544
2946250280821011668,17925030278061544359
2946250280821011668,1786780030627166320
10750016970069147957,8118508653980646279
4507805697507350933,1838191501042192222
7815144389865497151,9595235867282839440
7815144389865497151,12820732581519139402
7815144389865497151,4331496097741720707
7815144389865497151,14645237475243891169
14412249548601695917,9422735129377479264
5692538947813079661,16903932630436381406
7473382883134643622,8543961258604274091
1838191501042192222,14271271089899691524
1838191501042192222,4935369259514075124
10867014961160600572,16513307565756302489
10867014961160600572,12423922208751770165
10867014961160600572,11580884990703276422
10867014961160600572,5160377522276212171
10867014961160600572,4532732860179862006
10867014961160600572,5888546769254925637
10867014961160600572,868884453060086619
3590439604283013276,15968791912395038937
3590439604283013276,12439906850500426665
3590439604283013276,8212499862727927550
3590439604283013276,3817560890842661838
3590439604283013276,5685491389292395663
10793397724379931741,7984494269799621743
7454357807241263216,10597302792421413800
7454357807241263216,2423767819611600419
11401358852469544120,16025948784206820637
16382767018807988887,2373305031738663051
16382767018807988887,3000095659898350047
16382767018807988887,16072861692636150054
16382767018807988887,17545251697453862019
16382767018807988887,11524460466556364144
16382767018807988887,15922500983146603077
16382767018807988887,5708343983287988148
16382767018807988887,10298357386362031799
16382767018807988887,13943479036509757106
16382767018807988887,6846351874680738094
16382767018807988887,1546841211514719828
5386138111994035000,3361105586355053069
5386138111994035000,11452915658772575278
15444432164969901283,16573696015457823750
15444432164969901283,14076529362753572129
15444432164969901283,13372162542385843823
15444432164969901283,9529295930153754777
15444432164969901283,17150481678861891040
6917907621038532500,6391598480629285541
17701079902348404187,6541277232479184806
17701079902348404187,9127414421834725031
17701079902348404187,15451741357846073460
17701079902348404187,1786780030627166320
17701079902348404187,9333134823238281996
9502206827813089017,5442437753425004205
9502206827813089017,10027833015588336982
9502206827813089017,13443597481528259571
6432852116923721554,3647216975258379343
6432852116923721554,7690362313606301837
9724382646440974348,3457869750144824051
14052830803332258713,12815267088099105164
14052830803332258713,3598952363187200631
8651768868690003155,4711466512867765446
8651768868690003155,6131548441162082305
8651768868690003155,4689727687025938885
8651768868690003155,17139561240509878425
11622837276991673577,4919956663530829245
11622837276991673577,11426276794622358836
11622837276991673577,3314989158590170046
6437594363122944902,11104350831486154156
6437594363122944902,16072861692636150054
6437594363122944902,6921301216685164911
6437594363122944902,3940352988044043388
6437594363122944902,16996974728737011760
6437594363122944902,4892242955515049817
14303785383978071585,3872545217082729927
5902929389796716714,5080567289274784188
5902929389796716714,6904429075843864526
16651820628500419580,1208555232851200954
8248331102939797102,9103241408869786786
8248331102939797102,540326842885352721
8489940647267772681,16376102931511710093
8489940647267772681,15687791771010989191
8489940647267772681,4090590413711206218
15211709977894078682,6480289056062653413
7293979056612371976,7291377783293731863
1461519437689376880,17329267847082794762
1461519437689376880,3600125558525890587
1461519437689376880,3647216975258379343
1461519437689376880,10297421359560395693
1461519437689376880,4890402044662400259
1461519437689376880,16447014380449754447
14478851465579208009,5359241549077423821
51107045452296329,4637478439392000827
51107045452296329,17241257694848298797
10871252741260393428,3610042340457219563
10871252741260393428,15051859988795822662
10871252741260393428,1352137354916025617
12138112760903344138,2897067017442849890
12138112760903344138,4689727687025938885
12138112760903344138,8781766320868662646
14545570170137807888,7827626416531423738
14545570170137807888,5133721376621775110
9705634975197988401,9227267162611000699
9705634975197988401,11005011399916559648
9705634975197988401,10597302792421413800
9705634975197988401,6391598480629285541
9705634975197988401,9333134823238281996
9705634975197988401,2423767819611600419
12052724462552142252,10033558683439291677
12052724462552142252,1095506798198021115
12052724462552142252,11720935334878121525
12052724462552142252,9967428205764228704
9712684367925969686,12085813764051867195
1138709303663300024,10306671546879235615
16118382531809835682,6563841836051077154
16118382531809835682,17863186171201191667
9561400099297170548,10051249760587743061
9561400099297170548,3000095659898350047
9561400099297170548,5740028894588587789
9561400099297170548,16072861692636150054
9561400099297170548,16458158318888638439
9561400099297170548,3610042340457219563
9561400099297170548,11077219131238464101
9561400099297170548,7141333556415785477
9561400099297170548,15293583982534868666
9561400099297170548,3851438106034729760
9561400099297170548,329531475739993484
9561400099297170548,8833505799820561159
9561400099297170548,12212651302900329474
9561400099297170548,5703006527241625831
9561400099297170548,15922500983146603077
9561400099297170548,10297421359560395693
9561400099297170548,15937698277949661456
9561400099297170548,5835163431206425359
9561400099297170548,10500019042442886560
9561400099297170548,4890402044662400259
9561400099297170548,17406915635221448082
9561400099297170548,947158593230584126
9561400099297170548,15327258895988145815
5335310485681792075,15754566266842188357
15154618538206496933,5897114412470753512
18442820848483763830,15968791912395038937
18442820848483763830,13401798084794448376
10553455762320859318,13399190150747695277
10553455762320859318,127148309821807895
6384701873137207106,442997395565739402
7828097396289161808,12491223914882066591
7828097396289161808,15266930903312900204
7828097396289161808,2223364545937502752
2521488766611140062,13399190150747695277
2521488766611140062,6573076832947507195
2521488766611140062,10671673904513439334
13011534083579915728,194820211057863763
13011534083579915728,17833863414294086817
13011534083579915728,5708343983287988148
13011534083579915728,1580183041702824768
10386379782328281028,15615753733922146849
10386379782328281028,6874110149203891510
1348447244569510297,3610042340457219563
10902956380168415735,3647074278750164998
10902956380168415735,13943479036509757106
14862256748016528929,12228919296629695328
12043790627816266029,2736153646393213317
5837966344977825190,11130435581565633559
5837966344977825190,5506260966593647384
4076617908624078793,110703026163090819
3693754919055002250,5859650596411956935
3693754919055002250,9422735129377479264
1208469319694820038,6559714174594077125
1208469319694820038,6904429075843864526
18435142077140224332,1805102509879712912
18435142077140224332,15922500983146603077
18435142077140224332,13943479036509757106
3061046513714146046,14115402700566851323
6323630695494940970,7327398212073041981
6323630695494940970,6095179789563331892
6323630695494940970,10473902220784554994
6323630695494940970,13845784208989287461
6323630695494940970,567835062875900008
6323630695494940970,13076030584230478433
6323630695494940970,4792214349727396568
1372289671375181486,13011693554843533669
12097116971676065678,11949896388961161325
12097116971676065678,15451741357846073460
12143380464196746414,16453707999579861805
12143380464196746414,12571035057453086181
3589836932126980313,13601841070179962889
16774585545592107840,2944789018937869197
16774585545592107840,948004527964301757
16774585545592107840,3816090351431373635
12743606375975362913,3610042340457219563
12743606375975362913,17895234051930190868
17739994705286212040,17803130462182143017
17739994705286212040,801687300058912842
12799533047535647922,11327382562939570595
12799533047535647922,11069243880488419619
12799533047535647922,14186537126402816131
11438242811746237771,13986924841969357285
11438242811746237771,17829734667340341613
3222528908084493128,12359110704501361977
6437805687088671872,1418340876528990590
9594647355831932032,14290553014513299917
694801623932897566,3711958712186797517
694801623932897566,16561047501284825043
694801623932897566,18149108132713026307
5955554029283874867,442997395565739402
5955554029283874867,14636935612367080403
5955554029283874867,5650382619320148974
827920081395660153,13222284635787233379
827920081395660153,11788597445399226957
17475001399020536461,13768566943549984085
9144007555663096233,15048810716273284365
9144007555663096233,3138299115566557329
8121390438964776559,6387535962644434716
8121390438964776559,8227652364381073175
4786190404877744606,7371509185260764774
4786190404877744606,9529295930153754777
13458981032551756933,11061023040969893898
13458981032551756933,1143825056787157579
883872724298114250,15976347776388661333
883872724298114250,12461525395146907802
11402537818032400937,16001659706930575795
1010966246674272286,949993132963275991
3687816783949415360,10033558683439291677
3687816783949415360,13399190150747695277
3687816783949415360,11720935334878121525
12896028732416747015,567835062875900008
12896028732416747015,15180900135262134636
4088406972289414584,7894170259546588976
13426435484462452712,17928749455960355096
11774377040805310443,3967181812416297977
11774377040805310443,10275286223735014779
12187506455159133861,17833863414294086817
12187506455159133861,5624554913847450759
3736045737630388755,4440875924135167329
10976801980814152926,9529295930153754777
3171601457782547758,2318807470866601425
8865116575093001488,12228919296629695328
1580885853838084069,4612509560393359353
1503522814915362949,17989554903113192487
1503522814915362949,12349951284214290298
1503522814915362949,4320341672075476628
1503522814915362949,5140065063372116271
3652875704579181358,15417123037702668449
3652875704579181358,11116479960505752274
750828212696368155,14333326070268278875
2422063444529041524,7990812028836112147
2422063444529041524,10867014961160600572
7842716915022651114,5186482156585586932
7842716915022651114,6894216644443432680
17111400731178592335,3610042340457219563
17111400731178592335,6178189134833307454
17111400731178592335,9155326475219199484
17111400731178592335,1370141010402868448
17111400731178592335,6208548717626232584
17371300637592683879,17100624700949500142
17371300637592683879,6445269066558782319
18141289879935674876,17989554903113192487
18141289879935674876,12349951284214290298
18141289879935674876,3610042340457219563
18141289879935674876,4320341672075476628
18141289879935674876,5140065063372116271
18141289879935674876,16602348262547908254
1432261626034710372,10597302792421413800
10300868924320363705,6095179789563331892
10300868924320363705,10905484890275658005
10300868924320363705,10112297133781970019
10300868924320363705,398482189323135262
10300868924320363705,8964248395038901798
10300868924320363705,8858382176993480903
10300868924320363705,10754742656335349282
10300868924320363705,868884453060086619
8079847580293679531,14180969357260997603
8079847580293679531,5143919825678837114
14884746159595198652,14959705134890990864
14884746159595198652,17294811483827804167
14884746159595198652,12833163100318271580
14884746159595198652,13118622673385245279
14884746159595198652,1235319778381219032
5860424792528096892,13499807169367492429
5860424792528096892,4106625331304068990
15418534216432358261,9235594607256571199
15418534216432358261,9558724168185744376
1436430883159941088,17651418574790650350
9077223736325047285,6201260376312317792
9077223736325047285,567835062875900008
9077223736325047285,15035909604965957809
9077223736325047285,17478369050390907405
9077223736325047285,1024549880156202307
9077223736325047285,14516831177660169794
9077223736325047285,4634218601134366459
11948296801479157370,2944789018937869197
11615399330924089715,7938429361405084443
11615399330924089715,16685165379568638258
6440591872853350561,3647216975258379343
6440591872853350561,17928749455960355096
16014393951218742016,2765907686933992521
16014393951218742016,8813464793465381796
16014393951218742016,9704783935299189797
16014393951218742016,13101290605653609284
16014393951218742016,5626732019719749529
16014393951218742016,10602019954673626634
16014393951218742016,12994035311056752985
16014393951218742016,4061464426328785457
16014393951218742016,2882196390170800133
16014393951218742016,10673627974315201083
18163645606344552754,8118508653980646279
18163645606344552754,4131658970777699342
18163645606344552754,13601841070179962889
5896181527540365503,4935369259514075124
14051751016314823160,4590128880418070011
14051751016314823160,16031735760275167609
14051751016314823160,5555658576019595139
14051751016314823160,2187420028786381836
14051751016314823160,17215775337373342824
14051751016314823160,17564692245329390408
14051751016314823160,10830620481590086447
14051751016314823160,6527032551789972459
14051751016314823160,15218343356722267194
14051751016314823160,5191349362201911636
14051751016314823160,12680666056299089892
467640939597540767,13888486022179363312
467640939597540767,5080567289274784188
7532731917595426458,8813464793465381796
7532731917595426458,4061464426328785457
8045875266277679984,7601752214820043331
329926809775835284,4711466512867765446
329926809775835284,6131548441162082305
329926809775835284,2944789018937869197
8063723752915728892,11449813124338912817
8063723752915728892,10134402153399094910
10348410249450651921,5191349362201911636
10348410249450651921,1976365084170031113
2868645296659724388,9558724168185744376
2868645296659724388,13116359110913721901
14784458405617750610,8931277350291608400
14784458405617750610,4775333204026629922
13032155753009340866,10707142696373645685
13032155753009340866,15922500983146603077
13032155753009340866,14846626388814705245
13032155753009340866,6314164318587261447
13032155753009340866,3314989158590170046
13040452853182650511,4691148761004673475
13040452853182650511,6729526313276580589
135578409288015571,8110068008754557363
7908041463238514416,9568928064644261357
3544615512085119081,8034666986267919989
3544615512085119081,13575062892489376405
3544615512085119081,13588680866026007396
3544615512085119081,6305700158985038853
8958921769325546149,2736153646393213317
8958921769325546149,10921935300243864369
16693929575284785150,6095179789563331892
16693929575284785150,9077223736325047285
4326080746333711792,8109367176267300654
4326080746333711792,7882826909652903810
12860102159737319798,13636097951095615194
12860102159737319798,15444432164969901283
12860102159737319798,14636935612367080403
12860102159737319798,9529295930153754777
12860102159737319798,5158850930797622321
12860102159737319798,10165484858572316052
1338590297703784088,12249003416633102946
1897420277885732020,12433662903178503976
1897420277885732020,13029893448501492371
13061705304579688113,5844229645070533041
13061705304579688113,603418723804345351
13061705304579688113,15644206915529593267
